日期,时间,温度,湿度,光照强度,电压
2004/3/8,16:28:37,21.674,43.519,165.6,2.60491
2004/3/8,16:29:10,21.674,43.4524,165.6,2.60491
2004/3/8,16:30:04,21.6642,43.519,165.6,2.60491
2004/3/8,16:30:41,21.6544,43.519,165.6,2.60491
2004/3/8,16:31:01,21.6446,43.519,165.6,2.60491
2004/3/8,16:32:04,21.6446,43.4524,165.6,2.60491
2004/3/8,16:32:33,21.6348,43.519,158.24,2.60491
2004/3/8,16:33:03,21.6544,43.4524,158.24,2.60491
2004/3/8,16:33:34,21.6348,43.4524,158.24,2.60491
2004/3/8,16:34:10,21.6446,43.4857,158.24,2.60491
2004/3/8,16:35:33,21.6152,43.4857,158.24,2.60491
2004/3/8,16:36:09,21.625,43.4524,158.24,2.60491
2004/3/8,16:37:33,21.5858,43.5855,158.24,2.60491
2004/3/8,16:38:05,21.5956,43.519,158.24,2.60491
2004/3/8,16:39:00,21.5858,43.6521,158.24,2.60491
2004/3/8,16:40:00,21.5662,43.6521,150.88,2.60491
2004/3/8,16:40:30,21.5564,43.5855,150.88,2.60491
2004/3/8,16:41:37,21.5662,43.519,150.88,2.60491
2004/3/8,16:42:38,21.5858,43.4857,150.88,2.60491
2004/3/8,16:44:01,21.6054,43.4524,150.88,2.60491
2004/3/8,16:45:30,21.6152,43.4191,150.88,2.60491
2004/3/8,16:46:11,21.6348,43.3858,150.88,2.60491
2004/3/8,16:47:03,21.6544,43.4191,150.88,2.60491
2004/3/8,16:47:32,21.6544,43.3191,150.88,2.60491
2004/3/8,16:48:06,21.674,43.3191,150.88,2.60491
2004/3/8,16:49:00,21.6642,43.2525,143.52,2.60491
2004/3/8,16:50:00,21.6838,43.1858,143.52,2.60491
2004/3/8,16:50:30,21.674,43.1858,143.52,2.60491
2004/3/8,16:53:05,21.6838,43.2191,143.52,2.60491
2004/3/8,16:55:02,21.6936,43.1191,143.52,2.60491
2004/3/8,16:55:31,21.7034,43.0858,143.52,2.60491
2004/3/8,16:56:03,21.7328,43.0524,143.52,2.60491
2004/3/8,16:56:42,21.7132,43.019,136.16,2.60491
2004/3/8,16:57:05,21.723,43.019,136.16,2.60491
2004/3/8,16:58:04,21.723,42.9856,136.16,2.60491
2004/3/8,16:58:30,21.7132,42.9856,136.16,2.60491
2004/3/8,17:00:07,21.7132,43.0858,136.16,2.60491
2004/3/8,17:03:10,21.723,43.0524,136.16,2.60491
2004/3/8,17:04:06,21.7034,42.9523,136.16,2.60491
2004/3/8,17:05:06,21.6936,42.9523,136.16,2.60491
2004/3/8,17:06:01,21.6936,42.9856,128.8,2.60491
2004/3/8,17:06:33,21.674,42.9856,128.8,2.60491
2004/3/8,17:07:01,21.6642,43.1191,128.8,2.60491
2004/3/8,17:08:01,21.6936,43.1191,128.8,2.60491
2004/3/8,17:08:35,21.6838,43.1191,128.8,2.60491
2004/3/8,17:11:03,21.6936,43.0524,128.8,2.61639
2004/3/8,17:11:40,21.6936,43.019,121.44,2.60491
2004/3/8,17:12:42,21.6642,43.0524,121.44,2.60491
2004/3/8,17:13:31,21.6642,43.1191,121.44,2.60491
2004/3/8,17:14:09,21.6544,43.1525,121.44,2.60491
2004/3/8,17:14:41,21.6544,43.0858,121.44,2.60491
2004/3/8,17:16:03,21.6544,42.9856,121.44,2.60491
2004/3/8,17:16:35,21.6544,43.0524,121.44,2.60491
2004/3/8,17:17:03,21.6544,43.019,121.44,2.60491
2004/3/8,17:17:35,21.6446,43.0858,121.44,2.60491
2004/3/8,17:18:03,21.6348,43.0524,121.44,2.60491
2004/3/8,17:18:30,21.6348,42.9856,121.44,2.60491
2004/3/8,17:19:02,21.625,43.0524,121.44,2.60491
2004/3/8,17:20:11,21.5956,43.1191,114.08,2.60491
2004/3/8,17:20:33,21.5858,43.1525,114.08,2.60491
2004/3/8,17:22:05,21.576,43.1858,114.08,2.59354
2004/3/8,17:22:38,21.576,43.2191,114.08,2.60491
2004/3/8,17:23:01,21.5662,43.1858,114.08,2.60491
2004/3/8,17:23:31,21.576,43.1858,114.08,2.60491
2004/3/8,17:24:45,21.5662,43.2191,114.08,2.60491
2004/3/8,17:25:02,21.5564,43.2191,114.08,2.60491
2004/3/8,17:26:04,21.5564,43.1191,114.08,2.60491
2004/3/8,17:26:33,21.5564,43.0858,114.08,2.60491
2004/3/8,17:27:39,21.5172,43.1858,114.08,2.60491
2004/3/8,17:29:10,21.4976,43.2525,108.56,2.60491
2004/3/8,17:29:30,21.478,43.2525,108.56,2.60491
2004/3/8,17:30:30,21.4682,43.2525,108.56,2.60491
2004/3/8,17:31:00,21.4878,43.2525,108.56,2.60491
2004/3/8,17:32:02,21.478,43.2191,108.56,2.59354
2004/3/8,17:33:01,21.4584,43.2191,108.56,2.60491
2004/3/8,17:33:30,21.4584,43.1858,108.56,2.60491
2004/3/8,17:35:10,21.5074,43.0858,114.08,2.61639
2004/3/8,17:35:36,21.5172,43.019,114.08,2.60491
2004/3/8,17:36:04,21.527,43.019,114.08,2.60491
2004/3/8,17:36:36,21.5368,43.019,114.08,2.60491
2004/3/8,17:37:00,21.527,42.9856,114.08,2.60491
2004/3/8,17:37:38,21.5564,42.9189,114.08,2.60491
2004/3/8,17:38:01,21.5564,42.8521,114.08,2.60491
2004/3/8,17:38:30,21.6054,42.8521,114.08,2.60491
2004/3/8,17:39:38,21.6838,42.6516,108.56,2.60491
2004/3/8,17:40:36,21.772,42.3505,108.56,2.60491
2004/3/8,17:41:07,21.7818,42.2835,104.88,2.60491
2004/3/8,17:41:34,21.8014,42.25,104.88,2.60491
2004/3/8,17:43:04,21.8112,42.0824,101.2,2.60491
2004/3/9,7:09:32,23.2028,34.2925,101.2,2.61639
2004/3/9,7:10:35,23.3106,34.1184,108.56,2.61639
2004/3/9,7:13:04,23.3596,34.0487,128.8,2.61639
2004/3/9,7:13:33,23.389,34.1184,128.8,2.61639
2004/3/9,7:14:06,23.3988,34.1184,128.8,2.61639
2004/3/9,7:14:32,23.4772,34.1184,128.8,2.61639
2004/3/9,7:15:11,23.4674,33.979,136.16,2.61639
2004/3/9,7:15:39,23.4576,33.8396,136.16,2.61639
2004/3/9,7:16:02,23.438,33.979,136.16,2.61639
2004/3/9,7:16:39,23.389,34.0139,136.16,2.61639
2004/3/9,7:17:07,23.34,34.188,143.52,2.61639
2004/3/9,7:18:01,23.1734,35.0222,143.52,2.60491
2004/3/9,7:18:32,23.0656,35.2302,150.88,2.61639
2004/3/9,7:19:03,22.9676,35.0222,150.88,2.60491
2004/3/9,7:19:37,22.8598,35.5072,150.88,2.60491
2004/3/9,7:20:08,22.7422,36.1293,158.24,2.61639
2004/3/9,7:20:35,22.6344,36.3707,158.24,2.60491
2004/3/9,7:21:01,22.507,36.3707,158.24,2.60491
2004/3/9,7:22:34,22.3404,36.7839,165.6,2.60491
2004/3/9,7:23:42,22.2228,36.8871,180.32,2.59354
2004/3/9,7:25:02,22.1052,37.265,187.68,2.60491
2004/3/9,7:26:12,21.9974,37.4365,187.68,2.60491
2004/3/9,7:27:06,21.968,37.5737,195.04,2.60491
2004/3/9,7:27:31,21.9974,37.5051,195.04,2.60491
2004/3/9,7:28:03,21.9876,37.3679,195.04,2.60491
2004/3/9,7:29:01,21.9876,37.5051,202.4,2.60491
2004/3/9,7:29:32,21.9974,37.5051,202.4,2.59354
2004/3/9,7:30:35,21.9288,37.6765,202.4,2.59354
2004/3/9,7:31:04,21.8994,37.745,209.76,2.60491
2004/3/9,7:31:36,21.9092,37.9503,209.76,2.60491
2004/3/9,7:32:32,21.8602,37.7792,217.12,2.60491
2004/3/9,7:33:01,21.87,37.7792,217.12,2.60491
2004/3/9,7:33:34,21.87,37.745,217.12,2.60491
2004/3/9,7:34:32,21.87,37.6422,224.48,2.60491
2004/3/9,7:35:08,21.8504,37.7107,224.48,2.60491
2004/3/9,7:35:31,21.8602,37.8819,224.48,2.60491
2004/3/9,7:36:07,21.8308,37.9161,224.48,2.60491
2004/3/9,7:36:37,21.8308,37.7792,235.52,2.60491
2004/3/9,7:37:12,21.821,37.8477,235.52,2.59354
2004/3/9,7:37:32,21.8112,37.9161,235.52,2.60491
2004/3/9,7:38:11,21.8112,38.258,235.52,2.59354
2004/3/9,7:39:11,21.8112,37.7792,235.52,2.59354
2004/3/9,7:39:32,21.8112,37.7792,250.24,2.59354
2004/3/9,7:41:03,21.8406,37.9845,250.24,2.60491
2004/3/9,7:41:39,21.8112,37.9845,250.24,2.59354
2004/3/9,7:42:01,21.821,38.0529,250.24,2.59354
2004/3/9,7:43:02,21.8112,38.1213,250.24,2.60491
2004/3/9,7:43:32,21.821,37.9161,250.24,2.60491
2004/3/9,7:44:07,21.8112,38.1897,250.24,2.60491
2004/3/9,7:45:03,21.8112,37.9845,250.24,2.60491
2004/3/9,7:45:38,21.8308,37.8819,250.24,2.60491
2004/3/9,7:46:40,21.8112,37.9503,264.96,2.59354
2004/3/9,7:47:06,21.8112,37.9845,264.96,2.60491
2004/3/9,7:48:01,21.8112,38.1213,264.96,2.59354
2004/3/9,7:48:32,21.8112,37.9161,264.96,2.59354
2004/3/9,7:49:05,21.8308,38.0187,264.96,2.60491
2004/3/9,7:50:03,21.8896,37.8819,279.68,2.60491
2004/3/9,7:50:31,21.9288,37.7107,279.68,2.60491
2004/3/9,7:51:07,21.9092,37.9161,279.68,2.60491
2004/3/9,7:51:33,21.9288,37.745,323.84,2.60491
2004/3/9,7:53:09,22.213,37.3679,323.84,2.60491
2004/3/9,7:53:31,22.1934,37.6422,323.84,2.60491
2004/3/9,7:54:07,22.1346,37.8134,323.84,2.60491
2004/3/9,7:54:32,22.1444,37.2307,323.84,2.60491
2004/3/9,7:55:01,22.1052,37.4022,323.84,2.60491
2004/3/9,7:55:38,22.0954,37.265,323.84,2.60491
2004/3/9,7:56:04,22.066,37.7792,338.56,2.60491
2004/3/9,7:56:35,22.0464,37.6422,338.56,2.60491
2004/3/9,7:57:01,22.066,37.745,338.56,2.60491
2004/3/9,7:58:33,22.066,37.4708,338.56,2.60491
2004/3/9,8:00:10,22.0856,37.5737,338.56,2.59354
2004/3/9,8:00:41,22.0856,37.6079,338.56,2.60491
2004/3/9,8:01:01,22.0856,37.6422,338.56,2.60491
2004/3/9,8:02:14,22.164,37.4365,338.56,2.60491
2004/3/9,8:02:34,22.2032,37.4365,353.28,2.60491
2004/3/9,8:03:05,22.213,37.3679,353.28,2.60491
2004/3/9,8:03:38,22.1934,37.5737,353.28,2.60491
2004/3/9,8:05:11,22.1934,37.5051,353.28,2.60491
2004/3/9,8:05:38,22.1934,37.4365,353.28,2.60491
2004/3/9,8:06:02,22.1934,37.3679,353.28,2.60491
2004/3/9,8:06:37,22.2424,37.4708,353.28,2.61639
2004/3/9,8:07:04,22.2326,37.4365,353.28,2.60491
2004/3/9,8:07:43,22.2326,37.3679,353.28,2.60491
2004/3/9,8:08:38,22.213,37.8477,353.28,2.60491
2004/3/9,8:09:07,22.2424,37.4022,353.28,2.60491
2004/3/9,8:09:35,22.2228,37.6079,353.28,2.60491
2004/3/9,8:10:06,22.1934,37.745,368.0,2.60491
2004/3/9,8:10:37,22.1934,37.6079,368.0,2.60491
2004/3/9,8:11:10,22.2032,37.6422,368.0,2.60491
2004/3/9,8:12:08,22.2718,37.4365,368.0,2.60491
2004/3/9,8:13:09,22.36,37.265,368.0,2.60491
2004/3/9,8:13:37,22.36,37.5051,368.0,2.60491
2004/3/9,8:14:35,22.3404,37.2993,368.0,2.60491
2004/3/9,8:15:34,22.2914,37.7107,368.0,2.59354
2004/3/9,8:16:06,22.3208,37.2993,368.0,2.60491
2004/3/9,8:16:34,22.3012,37.6765,368.0,2.60491
2004/3/9,8:17:10,22.2914,37.5737,368.0,2.60491
2004/3/9,8:17:33,22.3796,37.2307,368.0,2.60491
2004/3/9,8:18:03,22.3404,37.5051,368.0,2.60491
2004/3/9,8:18:31,22.3404,37.265,382.72,2.60491
2004/3/9,8:19:04,22.4678,37.059,382.72,2.60491
2004/3/9,8:19:38,22.458,37.0933,382.72,2.60491
2004/3/9,8:20:08,22.507,37.2993,382.72,2.60491
2004/3/9,8:20:36,22.556,36.8183,382.72,2.60491
2004/3/9,8:21:11,22.507,36.8871,382.72,2.60491
2004/3/9,8:21:33,22.5168,36.8183,382.72,2.60491
2004/3/9,8:23:09,22.4678,36.9559,382.72,2.60491
2004/3/9,8:23:38,22.4874,36.9559,382.72,2.60491
2004/3/9,8:24:06,22.5168,36.8527,382.72,2.60491
2004/3/9,8:24:34,22.5658,37.162,382.72,2.60491
2004/3/9,8:25:05,22.5756,37.3336,382.72,2.60491
2004/3/9,8:25:41,22.5364,36.9559,397.44,2.60491
2004/3/9,8:26:37,22.5854,36.7495,397.44,2.60491
2004/3/9,8:27:33,22.556,36.9215,397.44,2.61639
2004/3/9,8:28:03,22.7324,36.2673,397.44,2.60491
2004/3/9,8:28:34,22.6834,36.5085,397.44,2.60491
2004/3/9,8:29:40,22.6344,36.5774,397.44,2.60491
2004/3/9,8:30:05,22.8108,36.2673,397.44,2.60491
2004/3/9,8:30:32,22.703,36.543,397.44,2.61639
2004/3/9,8:31:36,22.6344,36.6463,412.16,2.61639
2004/3/9,8:32:41,22.703,36.4741,412.16,2.60491
2004/3/9,8:33:05,22.7716,36.4052,412.16,2.60491
2004/3/9,8:33:36,22.703,36.5774,412.16,2.60491
2004/3/9,8:34:07,22.6932,36.543,412.16,2.60491
2004/3/9,8:35:32,22.6442,36.6118,412.16,2.60491
2004/3/9,8:36:08,22.654,36.6118,426.88,2.60491
2004/3/9,8:36:35,22.6932,36.6118,426.88,2.60491
2004/3/9,8:38:06,22.6638,36.6118,426.88,2.60491
2004/3/9,8:38:37,22.6932,36.7495,426.88,2.60491
2004/3/9,8:39:09,22.6736,36.6807,426.88,2.60491
2004/3/9,8:39:36,22.6344,36.7495,426.88,2.60491
2004/3/9,8:40:02,22.752,36.4741,426.88,2.60491
2004/3/9,8:41:11,22.6638,36.6807,426.88,2.61639
2004/3/9,8:41:35,22.703,36.6118,441.6,2.61639
2004/3/9,8:42:15,22.7324,37.0933,426.88,2.60491
2004/3/9,8:42:32,22.6834,36.7495,441.6,2.60491
2004/3/9,8:43:35,22.6638,36.8527,441.6,2.60491
2004/3/9,8:44:32,22.6932,36.6807,441.6,2.60491
2004/3/9,8:45:15,22.703,36.8183,441.6,2.60491
2004/3/9,8:45:38,22.6638,36.8183,441.6,2.60491
2004/3/9,8:46:39,22.6246,37.0933,441.6,2.61639
2004/3/9,8:47:11,22.5952,36.8871,456.32,2.60491
2004/3/9,8:47:37,22.5952,36.9902,456.32,2.61639
2004/3/9,8:48:03,22.654,36.7839,456.32,2.60491
2004/3/9,8:48:32,22.654,36.6807,456.32,2.60491
2004/3/9,8:49:04,22.6442,36.7495,456.32,2.60491
2004/3/9,8:49:41,22.6344,36.6118,456.32,2.60491
2004/3/9,8:50:40,22.5756,37.4365,456.32,2.60491
2004/3/9,8:51:09,22.6148,36.8871,456.32,2.60491
2004/3/9,8:51:32,22.6344,36.9559,456.32,2.60491
2004/3/9,8:52:14,22.5854,37.0246,456.32,2.60491
2004/3/9,8:52:32,22.6148,36.9559,478.4,2.60491
2004/3/9,8:53:01,22.5756,37.0246,478.4,2.60491
2004/3/9,8:53:32,22.6148,36.8183,478.4,2.60491
2004/3/9,8:54:02,22.6246,37.0246,478.4,2.60491
2004/3/9,8:54:32,22.6344,37.0246,478.4,2.61639
2004/3/9,8:55:02,22.654,36.9559,478.4,2.60491
2004/3/9,8:55:42,22.654,36.8183,478.4,2.60491
2004/3/9,8:56:07,22.6638,36.8183,478.4,2.60491
2004/3/9,8:56:33,22.6932,36.6807,478.4,2.60491
2004/3/9,8:57:06,22.6736,36.8183,478.4,2.60491
2004/3/9,8:58:31,22.6344,37.059,478.4,2.60491
2004/3/9,8:59:03,22.6148,37.162,478.4,2.60491
2004/3/9,8:59:35,22.5952,36.9902,478.4,2.60491
2004/3/9,9:00:01,22.556,37.2307,478.4,2.60491
2004/3/9,9:00:41,22.556,37.0246,478.4,2.60491
2004/3/9,9:01:45,22.5952,37.0246,478.4,2.60491
2004/3/9,9:02:09,22.5952,37.059,478.4,2.60491
2004/3/9,9:02:32,22.605,36.9559,478.4,2.60491
2004/3/9,9:03:08,22.5854,36.9902,478.4,2.60491
2004/3/9,9:04:03,22.5364,37.0933,478.4,2.60491
2004/3/9,9:04:37,22.5168,37.3679,478.4,2.60491
2004/3/9,9:05:11,22.507,37.2307,478.4,2.60491
2004/3/9,9:05:38,22.4972,37.4022,478.4,2.60491
2004/3/9,9:06:31,22.4678,37.265,478.4,2.60491
2004/3/9,9:08:02,22.409,37.5737,507.84,2.60491
2004/3/9,9:11:10,22.1738,38.1897,507.84,2.60491
2004/3/9,9:12:07,22.1444,38.258,478.4,2.60491
2004/3/9,9:12:33,22.1248,38.3946,507.84,2.60491
2004/3/9,9:13:32,22.0856,38.4629,507.84,2.60491
2004/3/9,9:14:33,22.0758,38.497,507.84,2.60491
2004/3/9,9:15:34,22.066,38.5311,507.84,2.60491
2004/3/9,9:16:05,22.0562,38.5311,507.84,2.60491
2004/3/9,9:16:39,22.0562,38.5652,507.84,2.60491
2004/3/9,9:18:10,21.968,38.7357,507.84,2.60491
2004/3/9,9:18:31,21.9582,38.8039,507.84,2.60491
2004/3/9,9:19:03,21.9288,39.1103,478.4,2.59354
2004/3/9,9:20:08,21.8308,39.0082,507.84,2.59354
2004/3/9,9:21:09,21.8308,39.0082,507.84,2.60491
2004/3/9,9:21:37,21.8406,39.1443,507.84,2.60491
2004/3/9,9:22:04,21.8406,39.1783,507.84,2.60491
2004/3/9,9:22:33,21.8308,39.1443,507.84,2.59354
2004/3/9,9:23:03,21.8308,39.2123,507.84,2.60491
2004/3/9,9:23:38,21.8406,39.0763,507.84,2.60491
2004/3/9,9:24:10,21.821,39.1443,507.84,2.60491
2004/3/9,9:24:37,21.8112,39.1443,507.84,2.60491
2004/3/9,9:25:08,21.8112,39.0422,507.84,2.59354
2004/3/9,9:25:32,21.8112,39.2123,507.84,2.60491
2004/3/9,9:27:08,21.8112,39.1783,507.84,2.60491
2004/3/9,9:27:33,21.8014,39.2803,507.84,2.59354
2004/3/9,9:28:02,21.8112,39.2123,507.84,2.59354
2004/3/9,9:29:04,21.8014,39.2123,507.84,2.59354
2004/3/9,9:30:06,21.7916,39.2803,478.4,2.59354
2004/3/9,9:31:10,21.7916,39.2803,507.84,2.60491
2004/3/9,9:32:03,21.7524,39.2803,507.84,2.60491
2004/3/9,9:33:11,21.7426,39.4502,507.84,2.60491
2004/3/9,9:33:36,21.723,39.4842,507.84,2.60491
2004/3/9,9:34:45,21.7034,39.4162,537.28,2.59354
2004/3/9,9:35:08,21.7132,39.5521,537.28,2.59354
2004/3/9,9:35:36,21.7328,39.4502,537.28,2.59354
2004/3/9,9:36:41,21.7034,39.5521,537.28,2.59354
2004/3/9,9:37:10,21.6936,39.62,537.28,2.60491
2004/3/9,9:38:41,21.7034,39.5521,537.28,2.60491
2004/3/9,9:39:33,21.7034,39.6539,537.28,2.59354
2004/3/9,9:40:08,21.723,39.5521,537.28,2.59354
2004/3/9,9:41:03,21.723,39.62,537.28,2.59354
2004/3/9,9:42:34,21.6936,39.7217,537.28,2.59354
2004/3/9,9:45:32,21.7328,39.62,537.28,2.59354
2004/3/9,9:46:33,21.7328,39.5521,537.28,2.60491
2004/3/9,9:47:04,21.7132,39.6539,537.28,2.60491
2004/3/9,9:47:32,21.7132,39.6539,537.28,2.59354
2004/3/9,9:48:02,21.7132,39.7557,537.28,2.59354
2004/3/9,9:48:32,21.723,39.6539,537.28,2.59354
2004/3/9,9:50:09,21.7034,39.7217,537.28,2.59354
2004/3/9,9:51:04,21.7034,39.8235,537.28,2.60491
2004/3/9,9:52:34,21.7034,39.7557,537.28,2.60491
2004/3/9,9:53:40,21.674,39.8235,537.28,2.59354
2004/3/9,9:54:12,21.674,39.7217,537.28,2.59354
2004/3/9,9:54:33,21.6544,39.8913,537.28,2.59354
2004/3/9,10:09:02,21.674,40.2976,537.28,2.59354
2004/3/9,10:20:37,21.87,40.399,537.28,2.59354
2004/3/9,12:06:48,22.066,43.519,537.28,2.59354
2004/3/9,12:07:10,22.0464,43.5855,537.28,2.60491
2004/3/9,12:07:41,22.0562,43.7186,537.28,2.60491
2004/3/9,12:08:02,22.0268,43.6521,537.28,2.60491
2004/3/9,12:08:32,21.968,43.8183,537.28,2.60491
2004/3/9,12:10:02,22.0758,43.7518,537.28,2.60491
2004/3/9,12:10:35,22.0072,43.7851,537.28,2.60491
2004/3/9,12:11:04,21.9582,44.0176,537.28,2.60491
2004/3/9,12:11:33,22.017,43.918,537.28,2.60491
2004/3/9,12:12:05,22.0366,43.8515,537.28,2.60491
2004/3/9,12:12:39,22.017,43.8515,537.28,2.60491
2004/3/9,12:13:02,21.9876,43.8515,537.28,2.60491
2004/3/9,12:14:41,21.919,44.1504,537.28,2.59354
2004/3/9,12:15:13,21.8798,44.2499,537.28,2.59354
2004/3/9,12:15:37,21.8406,44.2831,537.28,2.60491
2004/3/9,12:16:02,21.8798,44.2831,537.28,2.60491
2004/3/9,12:17:06,21.8896,44.2499,537.28,2.60491
2004/3/9,12:18:32,21.8798,44.2499,537.28,2.60491
2004/3/9,12:20:05,21.9484,44.1504,537.28,2.60491
2004/3/9,12:20:37,21.968,44.1172,537.28,2.59354
2004/3/9,12:22:32,22.0366,44.2168,537.28,2.59354
2004/3/9,12:24:40,22.0464,44.084,537.28,2.59354
2004/3/9,12:25:04,22.0562,44.1172,537.28,2.59354
2004/3/9,12:25:35,22.164,43.8848,537.28,2.60491
2004/3/9,12:26:07,22.2228,43.6521,537.28,2.60491
2004/3/9,12:26:38,22.213,43.7518,537.28,2.60491
2004/3/9,12:27:12,22.1934,43.519,537.28,2.59354
2004/3/9,12:27:40,22.1542,43.7518,537.28,2.60491
2004/3/9,12:28:02,22.164,43.7851,537.28,2.59354
2004/3/9,12:30:03,22.1542,43.7851,537.28,2.60491
2004/3/9,12:30:33,22.1836,43.8515,507.84,2.59354
2004/3/9,12:31:06,22.2326,43.7186,537.28,2.60491
2004/3/9,12:31:40,22.2228,43.7851,537.28,2.60491
2004/3/9,12:32:07,22.3012,43.519,537.28,2.60491
2004/3/9,12:32:38,22.262,43.6188,537.28,2.60491
2004/3/9,12:33:32,22.1934,43.7851,537.28,2.60491
2004/3/9,12:34:02,22.1346,43.8515,537.28,2.60491
2004/3/9,12:35:10,22.1444,43.918,537.28,2.60491
2004/3/9,12:36:04,22.1444,43.7851,537.28,2.60491
2004/3/9,12:36:38,22.0954,43.8848,507.84,2.60491
2004/3/9,12:37:02,22.0464,44.0508,478.4,2.60491
2004/3/9,12:37:37,22.0268,44.0508,537.28,2.60491
2004/3/9,12:39:32,22.0268,44.084,507.84,2.60491
2004/3/9,12:40:07,21.9974,44.1172,507.84,2.60491
2004/3/9,12:40:40,22.0464,44.2499,507.84,2.60491
2004/3/9,12:42:44,22.2228,43.7851,507.84,2.59354
2004/3/9,12:43:07,22.2718,43.6521,507.84,2.60491
2004/3/9,12:43:39,22.2522,43.5855,507.84,2.60491
2004/3/9,12:44:34,22.213,43.7518,478.4,2.60491
2004/3/9,12:45:11,22.213,43.7851,478.4,2.60491
2004/3/9,12:46:12,22.2914,43.5855,507.84,2.60491
2004/3/9,12:46:35,22.3698,43.4857,507.84,2.60491
2004/3/9,12:47:04,22.409,43.3191,507.84,2.60491
2004/3/9,12:48:32,22.3796,43.3858,507.84,2.60491
2004/3/9,12:49:06,22.3894,43.3858,507.84,2.60491
2004/3/9,12:49:37,22.4286,43.3525,507.84,2.60491
2004/3/9,12:50:33,22.3992,43.3858,507.84,2.60491
2004/3/9,12:51:04,22.4286,43.2858,507.84,2.60491
2004/3/9,12:51:34,22.4188,43.3858,507.84,2.60491
2004/3/9,12:53:42,22.4972,43.1858,507.84,2.59354
2004/3/9,12:54:03,22.4776,43.2858,507.84,2.60491
2004/3/9,12:54:33,22.4482,43.3858,507.84,2.60491
2004/3/9,12:55:32,22.4776,43.3191,478.4,2.60491
2004/3/9,12:56:04,22.458,43.2191,478.4,2.60491
2004/3/9,12:56:36,22.4874,43.1858,478.4,2.59354
2004/3/9,12:57:35,22.5168,43.019,478.4,2.60491
2004/3/9,12:59:03,22.4972,43.1525,478.4,2.60491
2004/3/9,13:00:41,22.4286,43.4524,478.4,2.60491
2004/3/9,13:01:09,22.4678,43.3858,478.4,2.60491
2004/3/9,13:01:33,22.4874,43.3191,478.4,2.60491
2004/3/9,13:02:08,22.5266,43.2525,478.4,2.60491
2004/3/9,13:03:10,22.5658,43.2191,478.4,2.60491
2004/3/9,13:04:33,22.5168,43.1858,478.4,2.60491
2004/3/9,13:05:07,22.5168,43.2191,478.4,2.59354
2004/3/9,13:06:33,22.4972,43.2525,478.4,2.60491
2004/3/9,13:07:05,22.5266,43.1525,478.4,2.60491
2004/3/9,13:07:40,22.5364,43.1525,478.4,2.60491
2004/3/9,13:08:10,22.5658,43.0524,478.4,2.60491
2004/3/9,13:09:33,22.4874,43.1525,478.4,2.60491
2004/3/9,13:10:33,22.4384,43.3858,478.4,2.60491
2004/3/9,13:12:32,22.4972,43.3858,478.4,2.59354
2004/3/9,13:13:06,22.4972,43.3858,456.32,2.60491
2004/3/9,13:14:04,22.4874,43.519,441.6,2.60491
2004/3/9,13:14:34,22.5266,43.3191,456.32,2.60491
2004/3/9,13:15:09,22.458,43.3858,456.32,2.60491
2004/3/9,13:15:34,22.4678,43.4857,456.32,2.60491
2004/3/9,13:18:14,22.507,43.3191,456.32,2.60491
2004/3/9,13:19:34,22.4874,43.3191,412.16,2.60491
2004/3/9,13:20:07,22.458,43.5855,426.88,2.60491
2004/3/9,13:20:39,22.4482,43.5855,426.88,2.60491
2004/3/9,13:21:03,22.4874,43.5855,456.32,2.60491
2004/3/9,13:21:35,22.4678,43.7186,441.6,2.60491
2004/3/9,13:22:35,22.4972,43.5855,441.6,2.60491
2004/3/9,13:23:12,22.5266,43.6188,441.6,2.60491
2004/3/9,13:23:37,22.5364,43.6188,441.6,2.60491
2004/3/9,13:24:35,22.4678,43.6853,441.6,2.60491
2004/3/9,13:25:03,22.4776,43.5855,441.6,2.60491
2004/3/9,13:26:05,22.4776,43.5522,441.6,2.60491
2004/3/9,13:26:34,22.4678,43.5522,441.6,2.60491
2004/3/9,13:27:39,22.4776,43.4857,441.6,2.60491
2004/3/9,13:28:03,22.4678,43.519,441.6,2.60491
2004/3/9,13:32:10,22.4874,43.7186,426.88,2.60491
2004/3/9,13:32:38,22.458,43.7851,426.88,2.60491
2004/3/9,13:34:13,22.4972,43.7518,426.88,2.60491
2004/3/9,13:35:34,22.4482,43.8515,426.88,2.60491
2004/3/9,13:36:39,22.8304,43.0858,426.88,2.60491
2004/3/9,13:37:42,23.732,40.973,426.88,2.61639
2004/3/9,13:38:07,24.1142,40.1622,426.88,2.61639
2004/3/9,13:39:04,24.7218,38.7698,426.88,2.62796
2004/3/9,13:40:40,25.398,37.3679,426.88,2.63964
2004/3/9,13:41:05,25.6136,36.9559,426.88,2.62796
2004/3/9,13:41:33,25.8194,36.6807,426.88,2.62796
2004/3/9,13:42:34,26.0742,35.9912,426.88,2.63964
2004/3/9,13:43:05,26.2114,35.7148,426.88,2.63964
2004/3/9,13:44:09,26.4368,35.3687,426.88,2.63964
2004/3/9,13:44:33,26.525,35.1262,426.88,2.65143
2004/3/9,13:46:07,25.8978,36.3362,412.16,2.63964
2004/3/9,13:46:32,25.4862,37.2307,412.16,2.63964
2004/3/9,13:47:14,25.0648,38.0871,412.16,2.62796
2004/3/9,13:48:37,24.1534,40.0945,397.44,2.62796
2004/3/9,13:49:13,23.8594,40.7031,412.16,2.61639
